datetime,text
2021-01-21 09:34:00+00:00,"Yes, more laws made than focus on execution in existing laws..like Income tax department is totally a shame and also RTOs also in such a bad shape..corruption free India was just a slogan, no concrete steps taken to remove corruption and improving productivity in govt departments"
2021-01-21 09:35:00+00:00,Note: These people come from the cold areas & can't live their because of low budget. Kindly Share / Donate for them  Jazak Allah Khair.
2021-01-21 09:39:00+00:00,Indian economy is on recovery path faster than anticipated. @narendramodi Ji has ensure that need of businesses must be addressed and & @nsitharaman Ji has taken all the steps to support Indian Economy and taking it out from the Covid Crisis.
2021-01-21 09:43:00+00:00,"Dtcp approved low budget #Residential plots near medical college road, pillaiyarpatti #ResidentialPlot #Land #ForSale #Pillayarpatti #Thanjavur #Property prpt.in/P66258521"
2021-01-21 09:43:00+00:00,"After Pakistani attacks, after every budget , after every action there is this outrage. Instead of standing behind modi they abuse him. Then when modi strikes they do not even have the grave to accept mistake. Modi still wins"
2021-01-21 09:44:00+00:00,Covering IPL auction and Budget in the same month. 🤦‍♂️
2021-01-21 09:48:00+00:00,"Indian Economy rebounds.: Sensex Breaches 50,000 points for the time ever under the good governance lead by  prime sewak sri @narendramodi Ji."
2021-01-21 09:53:00+00:00,"@GST_Council portal is not working from morning and we are also in trouble with this, client is not understand this and we are helpless for us"
2021-01-21 10:08:00+00:00,I am Congress man I working   I fight  Narendra Modi government   Save me Indian farmer  Farmer is Indian strong man  Farmer Indian economy  Farmer is Indian country of all people breath  Don't neglect farmers  Mohan Kumar  state secretary  kpcc OBC
2021-01-21 10:16:00+00:00,Wait for the budget n 10 days after the budget. Then pls. Ambuja can touch 270 but 245 too. Tata consumer never traded
2021-01-21 10:20:00+00:00,"@Infosys_GSTN @GST_Council  Site is not working, tomorrow is last date for MP. What should be do now? #plzsuggest #gstnfailed #GstLateFees500"
2021-01-21 10:22:00+00:00,GST site is not working... @FinMinIndia @allaboutGST @askGST_GoI @cbic_india @GST_Council @Infosys_GSTN @gstindia @PMOIndia @IncomeTaxIndia   Please extend GSTR 3B date for Dec 2020.
2021-01-21 10:46:00+00:00,"GST portal not working since last few hours, Kindly confirm"
2021-01-21 11:13:00+00:00,"When in doubt, choose Honeyy Group. Buy your own home within your own budget from a variety of choices. Contact us today. #Callnow 6303364887, 6309705397 #HoneyyGroup #HoneyyGroupProjects #BuyaDreamHome #PropertyBuying #DreamHomeBuying #LuxuryHomes #LuxuryApartments"
2021-01-21 11:53:00+00:00,Say that last sentence inside Income tax Office.
2021-01-21 12:04:00+00:00,Need to buy a good in ear bluetooth earphones [not pods].  Please recommend.  • Good Bass • Good Battery Life • Budget ₹2k-₹3k
2021-01-21 12:05:00+00:00,What we need is exemption & rebate on GST paid to govt. against income tax. Simple.
2021-01-21 12:40:00+00:00,The guy who measured Indian Economy in 5 Billion Tons!
2021-01-21 12:49:00+00:00,"Mr. Manpreet Singh Chadha, Chairman, Wave Group shares his opinion on the real estate sector and its expectation from the Union Budget 2021. Read complete article here - https://bit.ly/393Nbj6"
2021-01-21 12:57:00+00:00,Preparing for CA final exams. Studying GST and income tax
2021-01-21 13:11:00+00:00,"After 56"" this is another one ""V"" shape 😳😳😳 but what does it mean Mr. ""V"" shape @AmitShah not only world human but also animals and all living creatures are surprised by seeing you people. @RahulGandhi @IYCTelangana @IYC @Fairoz_JK @INCTelangana @srinivasiyc #IndianEconomy"
2021-01-21 13:33:00+00:00,"@nsitharaman @PMOIndia @FinMinIndia  Tax relief for Lower Income people  1) Remove 5% TAX for slab of slab between ₹ 2.5-5 lakh 2) Increase the limit for exemptions under Section 80C to ₹ 2.0 lakh 3) Increase the Health Insurance deduction limit under Section 80D to ₹ 50,000"
2021-01-21 13:56:00+00:00,Class 10th maths | बैंकिंग एवं कराधान | banking and taxation | cg board class 10 maths solutions https://piped.video/-zNyKIxCJOw #bankingandtaxation #taxation #incometaxcalculation #incometax
2021-01-21 14:04:00+00:00,The CBI is landsliding  The RBI is landsliding  Income tax is landsliding  Economy is landsliding  Democracy is landsliding  Only the BJP is Boss
2021-01-21 14:09:00+00:00,Sounds cool.. if you don't mind can you share that local persons contact.. also approx what budget should one look at for 7 to 8 day trip excluding flights for a couple.
2021-01-21 14:17:00+00:00,Baaba re! How is this possible? When everything is online how can they ask for bribe? If they do please take the account number and tf the amount directly as service charge. Also they can charge gst. As it will exceed the threshold. Simultaneously you will be eligible for ITC
2021-01-21 15:04:00+00:00,"At one side Maha Govt issuing circular that central govt GST rules it can modify and change, on other side asking suggestions for minimum compliance burden ;)   Oxymoron"
2021-01-21 15:26:00+00:00,10 days prior n 10 days after the budget
2021-01-21 15:34:00+00:00,"if something is going against, then that's #ActOfGod & after event #SabChangaSi by govt. Dual Stand! #MSMEs is struggling like never before & on other hand Propaganda is at its peak See through #Gst system, instead of supporting Govt has made it new revenue model by #GstLateFees"
2021-01-21 15:45:00+00:00,"Do @TransportDelhi  has any desginated authority /office , officer,  facilation centre , particular day,  for issuing driving license and vehicle registration facility for Divyangjans (PwD ) to extend the benefits of GST EXEMPTION without harassment. @kgahlot sir pls do help PwDs"
2021-01-21 16:09:00+00:00,#ThinkersDialog with #ArunKumar hosted by @kautiliya wherein they talk about Impact of Coronavirus and road ahead for Indian economy. Must watch interaction on state of Indian Economy. @thinkers50 #India #Economy #MoodOfTheNation #IndianEconomy #Challenges https://piped.video/U-cphclfw9k
2021-01-21 16:23:00+00:00,https://piped.video/aUjCc_aBXz8  Kgf movie Budget
2021-01-21 16:26:00+00:00,https://piped.video/aUjCc_aBXz8  Kgf chepter 2 movie Budget 😲😲
2021-01-21 16:29:00+00:00,Section 36(1)(va) of Income Tax Act should be removed @IncomeTaxIndia @nsitharaman @nsitharamanoffc @FinMinIndia #Budget2021
2021-01-21 16:32:00+00:00,#RamMandirNidhiSamarpan   We should donate generously for Shri Ram Prabhu temple. Be a part of history and our culture.   Donations made are exempt also u/s 80G of Income Tax Act.   @narendramodi @PMOIndia @nsitharaman @myogiadityanath
2021-01-21 16:38:00+00:00,Gst officers have become Astrologers too.. Good and simple Tax
2021-01-21 16:40:00+00:00,It is not the charts of apollo tyres which r bullish the complete tyre scrips. Look at MRF it has doubled. May be something in the budget
2021-01-21 16:42:00+00:00,#Nifty -》Today's Close 14590  Buy on Dips SL 14325 If SL Breaks please move out from Longs & Stay Cautious with All Longs . Expecting 14800/15k May be by month End or Budget Day. #Nifty - #NiftyFuture #stockmarkets
2021-01-21 16:46:00+00:00,Will Honourable Finance Minister be Bold in this Budget? @nsitharamanoffc @nsitharaman @IncomeTaxIndia https://piped.video/HVgddwXL7Pc
2021-01-21 16:46:00+00:00,@republic  Sir.. would appreciate any tips on the budget
2021-01-21 16:48:00+00:00,#Congratulations to #Kerala #State for presenting a '#Model' #Budget #2021 for #Education #Kudos  @vijayanpinarayi @drthomasisaac @Goa_edu @keralasamajam @INCKerala @cpimspeak @cou #Kerala @CMOKerala @KeralaGovernor @PIBTvpm @keralaeducation @EdnKerala
2021-01-21 17:01:00+00:00,GANGA GODAVARI SF BIWEEKLY TRAIN is needed via VIJAYAWADA Jn so as to reach at both ends @ 6 AM..MINISTRY OF RAILWAYS is hereby requested to GRANT this important train in coming budget session. https://www.instagram.com/p/CKUIyzhBJ3M/?igshid=oj633y5x9how
2021-01-21 17:24:00+00:00,@namomerchandise   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @MEAIndia
2021-01-21 17:26:00+00:00,@Manishrehbari   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @AnchorAnandN
2021-01-21 17:30:00+00:00,@yogitasinghbjp  In Union Budget 18-19 Rs.930Cr Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @ianuragthakur
2021-01-21 17:32:00+00:00,@DarshanaJardosh  In Union Budget 18-19 रू930Cr. Approved for Girdih-Madhuban   Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @_YogendraYadav
2021-01-21 17:33:00+00:00,@KirronKherBJP   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @NuraRadha
2021-01-21 17:34:00+00:00,@dpradhanbjp   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @dasraghubar
2021-01-21 17:35:00+00:00,@maheshpoddarmp   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful
2021-01-21 17:36:00+00:00,@BJP4Odisha @TOIAuto In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful
2021-01-21 17:38:00+00:00,@AprajitaSarangi   In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do the needful @sanjaypatil7777
2021-01-21 17:39:00+00:00,@CNNnews18 @TOIAhmedabad In Union Budget 18-19 Rs.930Cr. Approved for Girdih-Madhuban  New Rail line  All Jains Want Rail connectivity  At Madhuban (Sammed ShikharJi)This will Benefit the Whole Jain Community  In past 2 years no work has been started  Please do
2021-01-21 17:44:00+00:00,"FABULOUS , TRENDY BUNGALOW in MEDIUM BUDGET at #Vadavalli --VINAYAGAM--95667.95647--70 LAKHS #3Bedroom #IndependentHouse #ForSale #Coimbatore #Residential #Property prpt.in/P44471848"
2021-01-21 17:45:00+00:00,@nsitharaman @narendramodi @PMOIndia gst for end user is disaster for economic growth
2021-01-21 18:09:00+00:00,"I wonder if this mataji thought about that. Rich party hai BJP, they don't need excise duty from alcohol. Gaumutra will be the next Tharra. Bas States GST they can't pay."
2021-01-21 18:23:00+00:00,If you are unlucky :You will receive a msg your reply is not satisfactory if you file a clarification on the expiry of terms of Correspondence . This is what is happening in sector-20 lko.
2021-01-21 18:40:00+00:00,"Very true, it's very difficult to work on it  @nsitharaman @nsitharamanoffc @GST_Council @askGST_GoI @Infosys_GSTN #GSTR3B #GST @PMOIndia"
2021-01-21 19:42:00+00:00,Latest interview on the brutal killings of Police. Latest murder was in Faisalabad by Punjab Police. Police reforms and increase in police budget the only way out
2021-01-21 20:18:00+00:00,Economic relief is too much essential. Do for that Sir. And that should be sufficient cause people should have to stay at home. Do a big budget for that. @POTUS
2021-01-21 21:36:00+00:00,budget quite tight
2021-01-22 02:09:00+00:00,Budget 2021 Govt stares at revenue shortfall of Rs 7 trn this fiscal year https://mybs.in/2ZbLe14
2021-01-22 02:24:00+00:00,It should correct before budget.. Valuations are too high now.
2021-01-22 02:41:00+00:00,"To boost Health Sector and especially cancer care, budget requires urgent reduction of custom duty on cancer products like radiation machines @MoHFW_INDIA @PMOIndia @nsitharaman"
2021-01-22 03:19:00+00:00,"@trramesh Sir, time to start an initiative to bring temple revenue out of Govt revenue and budget. Get independent Audit control to isolate temple administration by Party seeking power 2021! Demand in #manifesto!! #Poll @indiccollective @People4Dharma @OurTemples @Srimaan_Trust"
2021-01-22 03:50:00+00:00,I got Samsung's new LED 24 inch monitor https://www.amazon.in/gp/product/B08J82K4GX/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8&psc=1 budget was under 10k and all I do is work on agreements etc on word documents. Works perfectly for me!
2021-01-22 03:51:00+00:00,Mission save Konark @CMO_Odisha @bjd_odisha @Puri_Official Make a special budget for renovation of Konark temple.Change the plane stone in place of scripture stone.I had already informed to Shri @dr_maheshsharma ji and @ASIGoI in 2018.But no action has been taken yet. @PTI_News
2021-01-22 03:56:00+00:00,#LoksabhaSpeaker inspects #Parliament Building ahead of #BudgetSession-ANI - BW Businessworld businessworld.in/article/LS-…
2021-01-22 03:58:00+00:00,"Likewise Govt Budget we gave separate provisions Mandir, School & Poor children's education (not like your siddanna govt its for all) etc.   So you don't worry we build our mandir as well as school and children's future. 🙏🏻"
2021-01-22 04:01:00+00:00,Budget 2021: PM Modi to chair all-party meeting on January 30 virtually - Oneindia News https://www.oneindia.com/india/budget-2021-pm-modi-to-chair-all-party-meeting-on-january-30-virtually-3205383.html?utm_source=twitter&utm_medium=AMP&utm_campaign=SocialShare
2021-01-22 05:25:00+00:00,Pension literally eats up their budget. And then the Government indifference act as icing on the cake.
2021-01-22 06:06:00+00:00,Why Budget 2021 must focus on growth & not fiscal deficit  Economist @IlaPatnaik and ThePrint's Managing Editor @YPRajesh will take your questions LIVE at 3:45 PM today in #Ilanomics  Send us your queries.
2021-01-22 06:13:00+00:00,"#HappyInvesting , in selected pockets.  Try to be #financiallyIndependent at Early age. #IndianMarket #Indianeconomy"
2021-01-22 07:11:00+00:00,FHRAI has submitted a comprehensive pre-budget memorandum encompassing direct tax and policy recommendations for the upcoming Union budget 2021–22.  To read more: https://www.hotelierindia.com/13312-fhrai-submits-pre-budget-memorandum-for-hospitality-sector #Budget2021 #hospitalityindustry #hospitality #hotels #restaurants #COVID19 #UnionBudget
2021-01-22 07:33:00+00:00,Congratulations.... Any budget phone launches in 2021...?
2021-01-22 07:51:00+00:00,"Budgeting is indeed the first step towards making a difference - if children do not feature in our budgets as priority, their needs don't get fulfilled. Make the budget count for children"
2021-01-22 07:53:00+00:00,"When sharing details of Rafael deal was against national security, then how is sharing details of a planned military action not a security compromise. This needs to be discussed on the floor of the house. #budgetsession #NationalSecurity #ArnabGoswamiExposed #ArnabGate"
2021-01-22 08:05:00+00:00,High expectations from the budget ahead - hope when the going is tough our Government will get going by taking a giant leap forward demonstrating its commitments by generous allocation and enabling policy for quick movement @PRIA_India @DAperspectives @JoiningForcesfC
2021-01-22 08:36:00+00:00,Will be a win win budget for all!
2021-01-22 09:25:00+00:00,NASSCOM says Budget 2021 should ensure ESOPs are taxed only when shares are sold.  Read more: https://www.businessinsider.in/budget/news/nasscom-says-budget-2021-should-ensure-esops-are-taxed-only-when-shares-are-sold/articleshow/80387571.cms
2021-01-22 09:41:00+00:00,We're a pre budget rally #nse
2021-01-22 09:52:00+00:00,After long time weekly candle red closing almost no near by any support. Lets see budget can make it interesting. Already told in #blogupdate stay small position n investors should book or hedge few days before.
2021-01-22 09:56:00+00:00,"This month oi activity n volume little higher side, expecting good profit booking. Roadmap looks prepare before budget. #Interesting"
2021-01-22 11:36:00+00:00,"On top that, Geek will also ask your preferences, such as what size of laptop you like, and the most important thing, your budget."
2021-01-22 11:50:00+00:00,What else we can expect from a non issue based anarchy. It is more political at the cost of welfare of farmers. It is Canada and China based economy rather than Indian economy. All Delhites and common citizens should protest against this agitation and I hope it is not far-away
2021-01-22 11:52:00+00:00,@nsitharaman The challenge of new budget is again before you and I hope after exhausting your resources in fight against the pandemic your choices may be very limited yet we hope you may have ideas to encourage small savings and relief on interest on savings and equity!
2021-01-22 12:07:00+00:00,"Super proud of the team, rising to the WFH challenge, with back to back viral videos during the peak of lockdown. No agency, no budgets, no dependencies.. just crazy focus on the process, killer teamwork and 100% in-house production #contentmarketing @IAMAIForum @ixigo"
2021-01-22 12:38:00+00:00,Will try to sell after budget. Market looks very volatile for few days.
2021-01-22 14:20:00+00:00,"Some said it's within their budget and will schedule a session, but never ever come back for anything. 😏"
2021-01-22 14:23:00+00:00,So now ITC will save their advertising budget seeing investors are doing enough of advt across all SMM 😅
2021-01-22 14:40:00+00:00,"ABVP presented a memorandum of suggestions for the Union Budget 2021 to the Hon'ble Minister for Finance and Corporate Affairs Smt @nsitharaman ji.  In our memorandum, ABVP has put forth suggestions such as allocation of funds for implementation of National Education Policy 2020."
2021-01-22 14:50:00+00:00,Hmmmm ... its a MODI magic. So you never understand indian economy and Share market.  Hence dont try to find reason. Please continue to think negative. Because no one believ you. Thanx.
2021-01-22 15:05:00+00:00,100$ possible. But 300$ will ruin here Indian economy
2021-01-22 16:30:00+00:00,ELEGANTLY DESIGNED MEDIUM BUDGET Villa #ForSale at #Vadavalli-Vinayagam-95667--95647--54 LAKHS #3Bedroom #IndependentHouse #Coimbatore #Residential #Property prpt.in/P34520258
2021-01-22 16:32:00+00:00,"Online classes content is the same Rectangle Box in zoom, Microsoft teams, Google classroom but still. 1. Pvt cbse schools charge  rs10,000/month 2. Budget schools charge rs 3000/month 3.NCERT superior content by best qualified teachers is FREE. Where is Fair Pricing or MSP ?"
2021-01-22 16:49:00+00:00,All budget goes to my boi JJK
2021-01-22 17:41:00+00:00,#Pushpa Coming soon ❤  The stylish star #AlluArjun wants the pan-Indian Pushpa to be another #KGF  The makers of Pushpa are spend a big budget on the movie so that it would have a pan-India reach and it's the first time they are planning with that motive  @alluarjun #PushpaRaj
2021-01-22 17:43:00+00:00,Are you Looking INTERIOR Work in a budget ? Your search ends here !! Contact us for :- Flat Interior | Office Interior | Interior Renovation | Design |  📱+91 7208607770  📱+91 7777031426 Or visit website : a1homes.in Website :/interiordesignerranchi.com 🙏🙏🙏🙏🙏
2021-01-22 17:47:00+00:00,"Use a little bit of common sense. Whole world economies are down, but investors are betting big on Indian economy."
2021-01-22 18:51:00+00:00,"@satwiksairaj bhai ...which racket is good for intermediate players?  Currently I'm using, #Yonex Nanoray 7000i.  It's quite heavy(90gm), as I feel when I smash.  I need a tight budget but good racket.  Help me.  #Badminton #Racket #shuttle #Indianbadminton"
2021-01-22 19:21:00+00:00,A budget King.
2021-01-22 19:54:00+00:00,"so now, we do some behind-the-scenes fiddling *of the pentest report* to get budget to fix things from SAST. 🤫"
2021-01-23 03:27:00+00:00,"Like it or not, future of Indian economy will have to be built on services, not manufacturing  TN Ninan writes  bit.ly/3phbbFa"
2021-01-23 04:32:00+00:00,🇮🇳 is obliged to @PandaJay for being the pioneer in bringing notice for ending food subsidies (75% )in parliament  canteen since 52yrs which was ended yesterday by LS speaker @ombirlakota . 🧐 mottoncuttlet @ Rs 18  muttoncurry @ Rs 20 masaladosa @ Rs 6 #Whoseperks ?
2021-01-23 05:11:00+00:00,Don't forget the Oil Bonds (1.5 lac cars) in 2013. These were over the budget deficit of 5%+. The OMCs were on cusp on bankruptcy too. True taxation has been stiff but it's been very prudent & taken the country one step forward in eliminating subsidies with fiscal discipline.
2021-01-23 06:16:00+00:00,Invest in ELSS and get a tax exemption on the invested amount under Section 80C of the Income Tax Act. #towardsprosperity #financialliteracy #financialindependence #financetips #investment #mutualfunds #MutualFundsSahiHai
2021-01-23 06:23:00+00:00,"Good suggestions. My suggestions, repeal farm laws, reduce MSP to 50 percent of present rate, withdraw all subsidies to farmers, tax farmers with income above ₹ 10 lakhs."
2021-01-23 08:18:00+00:00,Income tax act was passed in year  c. 1961  #FinservMARKETS #BillPayment #IncomeTax #ContestAlert #Contest #ContestIndia #TaxBachao  Tags- @Srikant78426460 @SudhirK15306084 @NARESHK51676980
2021-01-23 08:40:00+00:00,"@nsitharaman @narendramodi Hon'ble F.M. ji, As you are going to present union budget on 1/2/21.1. Pl make provision to pay enhanced gratuity from 1/1/16 for all.2. income tax exemption for 5 lacs to all. Enhance rebate on savings for 2.5 lac. Std ded for Rs 1 lac."
2021-01-23 08:56:00+00:00,3- A. Direct Taxes  #FinservMARKETS #BillPayment #IncomeTax #ContestAlert #Contest #ContestIndia #TaxBachao Tags- @Srikant78426460 @SudhirK15306084 @NARESHK51676980 @SunilPadhan2 @SugyanH
2021-01-23 09:11:00+00:00,"Overall Cement Volume Growth in Q3 20-21 ~ 10%. But, still we say #economy is in doldrums. Wonder which other economy (barring China - which always does well) is doing better? #economy #indianeconomy #economicrecovery"
2021-01-23 10:32:00+00:00,Ofcourse British destroyed Indian economy. But who said about the 25%GDP of the world economy when mughal are in rule. what about earlier conditions. What about chola empire who did contribution. That's what I was looking and. Taroor is a Congress man so he is biased that's it.
2021-01-23 11:18:00+00:00,A #tax audit of below mentioned businesses should be undertaken to verify whether income from there was passed on as #taxfree agricultural income or not .
2021-01-23 12:43:00+00:00,Check@out how much old@chuck has collected in subsidies for his farm while in the senate. Just another hog at the trough
2021-01-23 13:59:00+00:00,@IncomeTaxIndia @nsitharamanoffc Though the income tax return is verified and refund has been credited to account mail has been received to verify the return this shows the punctuality of software of income tax
2021-01-23 15:35:00+00:00,"#Budget2021 Reactions- Corporate Leader 1: This is a very balanced budget with something for everyone in it. The *insert jumla* is especially a revolutionary move, and answers the call of the industry. This will help the green shoots to blossom. V for Vendetta."
2021-01-23 16:24:00+00:00,"@MamataOfficial CM s should be on rotation,no CM can continue after one year in office,even the elected MPs&MLAs/relatives not to be  permitted for more than a term.This will reduce corruption& anarchy.It is good that subsidies to MPs in Parlimt canteen discontinued."
2021-01-23 18:29:00+00:00,"Hopefully Madam FM doesn't give a Alwa  Tamil Nadu style, to the nation, please forget about fiscal deficit & others,Gujju PnL won't work, else all your good work 😁 @nsitharaman @narendramodi"
2021-01-23 19:01:00+00:00,"Thanks, please give a people  + Investor friendly budget, no more LTCG, no new COVID Cess, or taxes, let Fiscal Deficit crash for few years, survival, prosperity is important @narendramodi_in @narendramodi"
2021-01-23 20:03:00+00:00,@sanjeevsanyal This book is master class & eye opener on so many counts which have  been ignored in our history books: 1. Indian maritime superiority  2. More than Aatmnirbhar Indian economy  3. Great Indian empires history other than north India.  Must be taught in schools.
2021-01-23 21:48:00+00:00,"Hello, Income Tax Office!"
2021-01-24 00:50:00+00:00,Budget Recommendation | Part 3: Recommendations to the @FinMinIndia with respect to the residency status and transfer pricing to adjust for #COVID19 related realities. #UnionBudget2021 @NASSCOM @AA_speaks
2021-01-24 01:41:00+00:00,"There should be set CBI,Income tax department or ED enquiry against who Monetary supporting to Farmer bill protest, there is big conspiracy on unity of nation,Government should take strict action time comes @PMOIndia @AmitShah @BJP4India @narendramodi"
2021-01-24 01:52:00+00:00,"@GST_Council @Infosys_GSTN @askGST_GoI  Refund application (AA050820007234S) filed in 19.08.20, AO is unable to see this on GST portal. 5months and still no response. If it had been his tax liability, he will be forced to pay int, late fees & penalties with a tag 'Defaulter'"
2021-01-24 02:27:00+00:00,Every year we await the #budget like it's going to change our life forever. For last few years the #middleclass has had it rough. Taxes for the #rich does not matter and the #poor need not pay. For last few years we've learnt not to expect much.... #Budget2021
2021-01-24 02:56:00+00:00,Dadankadun 🔔 😉budget special
2021-01-24 03:12:00+00:00,https://www.thehindu.com/news/national/karnataka/prepare-detailed-project-report-for-airport-at-raichur/article32634304.ece @LaxmanSavadi @Laxmansavadibjp @narendramodi @PMOIndia @mprajaanaik @NayakMla @nsitharaman @nsitharamanoffc @HardeepSPuri @AAI_Official #Budget2021 please sanction budget for #Raichur long time pending demand of RAICHUR #BackwardRegion #Neglected #Decadas
2021-01-24 03:13:00+00:00,"Story continues... In #Bengaluru the doctor requested a Bengaluru native to get vaccinated. He said No.. Doctor said, if you don't get vaccinated, you have to pay Rs 10,000 fine+GST. We probably know the outcome. *Just for fun * disclaimer"
2021-01-24 03:22:00+00:00,Responsible politics entails articulation of vision reason. The construct of 'shadow' budget would oblige the parties to move away from routine robotic rabble rousing and assign rationale on suggested actions and force a reasoned political discourse on choices and decision.
2021-01-24 03:38:00+00:00,No poor farmer can afford to fill his tank & start running his tractor on high way.People/ organisation's behind this agitation have deep pockets.They want to destablise the govt.& derail economy.Time has come to tax farmers with income of >Rs10 lacs to curb menace of black money
2021-01-24 03:40:00+00:00,"Great idea! Opposition must compete, present 'shadow' budget - The New Indian Express https://www.newindianexpress.com/opinions/columns/shankkar-aiyar/2021/jan/24/opposition-must-compete-present-shadow-budget-2254189.html"
2021-01-24 03:53:00+00:00,"Dramabaazi ke Siva what this gang of #morons know . For last 70 years all #Budgets were made without any ##Halva or #Beef ceremony , still country did not go into negative growth phase.please  God,  save us from circus Jokers ."
2021-01-24 04:25:00+00:00,#Halwa even before the budget preparing? If that's not a warning from #NirmalaSitharaman....
2021-01-24 04:55:00+00:00,budget 2021: Government should provide income support & invest in public health: Jahangir Aziz - The Economic Times https://m.economictimes.com/news/economy/policy/government-should-provide-income-support-invest-in-public-health-jahangir-aziz/articleshow/80424958.cms
2021-01-24 04:57:00+00:00,Bring this four in GST from 1 April 2021  Real Estate Petrol Diesel Liquor   @nsitharaman #Budget2021
2021-01-24 05:13:00+00:00,Economy has become halwa but there is sweet. She present the budget which may not understand herself.
2021-01-24 05:16:00+00:00,Only recipe she knows is halwa whose shape can be changed any time.  She wld issue no. of amendments  later on . Last year she presented budget for 10 years this time she claims for 100 years without content.
2021-01-24 05:34:00+00:00,"India's consumer digitisation is one of the largest and fastest growing in the world. Technological backbone of GST(1Cr enterprises on one platform), 120 Cr AADHAR registration, DBT, Jio cheap data and annual growth rate of retail digital payments by 50% helped such digitisation."
2021-01-24 05:37:00+00:00,My next vote to @INCIndia   Only due to GST  #MSME #latefees @nsitharaman  your attitude will make big loss to @BJP4India In next election.  @PMOIndia
2021-01-24 05:37:00+00:00,@advrakesh75 @fcmapandey @ICAICMA @iamsanketpandit  Need to change accountants definition under income tax act @nsitharaman @ianuragthakur @nsitharamanoffc
2021-01-24 05:41:00+00:00,"The problem is we all Malaysia citizen knew that our Goverment no specific budget for mantainence  , or mantainence enforcement,  nowadays they sending more on renovation ministry office not on mantainence,  as we know over sending on  renovation   is a waste of money,"
2021-01-24 06:03:00+00:00,And gst was not in sri Lanka 🇱🇰
2021-01-24 06:06:00+00:00,"A jewellery shop near, choudhary bazar gourishankar park. Name as SADHANA GOLD had taken GST from customer 3% of bill but not given in bill given to customer.if any body complaining about this they telling we have departmental setup. @GST_Council Plz take action. @IncomeTaxIndia"
2021-01-24 06:29:00+00:00,Perhaps not aware that Indian economy is recovering.  Stock 50000 level.IMF...
2021-01-24 06:39:00+00:00,Can we look forward to a sweet budget ?
2021-01-24 06:41:00+00:00,"Government should give more budget to Education, recent decision of Peshawar university had no fund to pay staff celeries."
2021-01-24 06:51:00+00:00,GST REGIME MINISTRY OF CONSUMER AFFAIRS FSSAI!                MISLABELLING?  HAVE YOU EVER VERIFIED  THE CLASSIFIACTION  OF PRODUCT NAME?  CARBONATED WATER OR SWEETENED BEVRAGES OR  SOFT DRINK?           MISSION ANTI-420
2021-01-24 06:56:00+00:00,"The said resources were leased at a price. A very big price. TGST BPT and green tax paid. This ends up in gov budget to pay for pensions, civil service, Asanda and the rest of governance.   It will be unwise to lose so much in return for the right of being noisy n irresponsible."
2021-01-24 07:11:00+00:00,"MINISTRY OF CONSUMER AFFAIRS FSSAI GST REGIME!                   MISLABELLING             ""REAL FRUIT POWER""  EITHER OF YOU HAVE VERIFIED  THE PRODUCT NAME IN ""SPECIFIED SIZE"" OR  ""OUTSOURCE OF FRUIT POWER"" WITH  SUGAR DYES FLAVOUR AND WATER?                MISSION ANTI-420"
2021-01-24 07:17:00+00:00,"Guess what I bought yesterday? And yes, I'm sucker for any insanity good deals like 20% store discount with 7%+7% (double GST promotion happening at Singapore Changi Airport).🤩"
2021-01-24 07:18:00+00:00,"Because more than 70% budget is Allocated in the Name of Defence , @fawadchaudhry accepting facts & reality is its self a Courageous act ❤👌"
